id,price
0,1259.8306885409745
1,6696.523921364231
2,1631.0525892318417
3,4053.1167293967505
4,1712.5693907405036
5,10813.421749280982
6,770.1827874315219
7,950.4431625643192
8,733.9668343080413
9,14708.097528354423
10,432.9010003606562
11,989.992846132023
12,1130.8552043596064
13,1670.6647532606444
14,1519.8094984501572
15,3265.3850021604803
16,1356.8608074398765
17,1039.2796903783772
18,3007.619543852797
19,1801.4491126484206
20,5052.552230147972
21,6889.640332168885
22,3240.1013960033933
23,16466.24966980779
24,648.3883193153778
25,5186.808286676594
26,1451.1195838287517
27,9763.267317077789
28,499.38531072719866
29,802.4169590483441
30,7059.021538159865
31,671.6497091711378
32,555.1724664408184
33,845.0938445815411
34,1766.6439562459054
35,16492.42214650182
36,986.6022157614113
37,519.912284334946
38,998.5618815987314
39,1829.8089135086436
40,3543.8867708387697
41,5983.4586503444525
42,6458.499052898405
43,2496.6516799347505
44,7945.6272866049
45,5598.170918452967
46,5718.701332393578
47,2491.414394144193
48,2849.8725546398914
49,4161.866377512668
50,710.8939737587872
51,5040.447284597851
52,892.4929246281606
53,10908.325144920535
54,731.5923457864498
55,7815.282787652063
56,495.776037825808
57,619.9811049336621
58,783.7794923499952
59,2406.2234526863067
60,848.7893261768497
61,967.8426859622942
62,412.8040001149295
63,4918.13562677843
64,3460.6238888345233
65,930.276205957109
66,524.0817842895835
67,794.5903800285719
68,753.0397844710645
69,623.1703369532482
70,1924.0420462476625
71,11185.872336474325
72,769.620429196002
73,1495.4426763981176
74,3478.3836658606115
75,1715.3957651765336
76,855.3413758412626
77,9739.721421049444
78,2634.3895765218986
79,2347.6959604884514
80,1075.8368135282278
81,2917.0120984984787
82,8112.188643531578
83,613.7901816311138
84,776.664706423226
85,1066.7095977142947
86,2292.391224044777
87,1242.5999643714558
88,2803.9841588595
89,6379.9375350756045
90,1344.0412529349314
91,1609.3097858659448
92,805.1230130371008
93,5635.145060399174
94,1171.1803893326273
95,402.29073759815947
96,733.2008601455136
97,10656.920428066085
98,598.5623490521652
99,5795.431263152305
100,6102.566771429294
101,9748.175267644727
102,4491.012749254204
103,16738.43127249399
104,14375.046690058072
105,526.396668998124
106,500.1317197712561
107,581.5450073167978
108,5023.495026298998
109,2033.8534477268347
110,4195.728618807389
111,5779.5478040778
112,3583.1870877903793
113,856.472815366374
114,7973.316432079963
115,1731.238253521769
116,1465.5883164304232
117,995.5616566369027
118,1199.218189674292
119,1474.6929060156283
120,1857.9509024726249
121,2014.5404118813544
122,14362.813716410892
123,11684.542653731689
124,8508.78652283932
125,889.6234994488633
126,625.7706302011887
127,977.9509282334332
128,3383.380015781566
129,732.1509499889521
130,4052.7440476758193
131,2459.665561853729
132,10222.076676244711
133,823.3822475953868
134,2350.0593927195946
135,744.8775231474186
136,7911.214907017591
137,15324.59882124409
138,1235.8816684810718
139,4117.282936017713
140,2419.9998184172377
141,4011.5422534699915
142,1805.4666221456857
143,11087.479762932684
144,3664.6468351979925
145,1234.200579636308
146,902.2239272113161
147,1946.2554224401476
148,2265.7505745956482
149,1855.4522818937164
150,5664.084380648942
151,4428.10840779145
152,2477.4923281225956
153,1334.0312139109653
154,1128.5778454599576
155,790.7994730725298
156,1687.1690706137783
157,1720.374819949928
158,1137.2935077785478
159,2262.92876619849
160,1890.6035737807897
161,2427.207979109456
162,1736.9161295268937
163,856.5105397519814
164,732.5173949750977
165,4571.16973618397
166,565.33998358039
167,1189.1321802460154
168,17028.168064573427
169,2427.9550826495156
170,3385.1774953696595
171,1378.5628264242641
172,583.3571821566976
173,2256.3249687974085
