id,price
0,1289.9635179912684
1,6572.896741166239
2,1655.719596542346
3,3904.19530948681
4,1722.4926205322454
5,10643.483985495985
6,714.6118518981019
7,977.5769511877014
8,760.1361324323824
9,14006.21056983757
10,407.34757566970075
11,947.0514935527435
12,1179.560599081474
13,1720.0915077098825
14,1489.5018676323687
15,3244.9444295981807
16,1298.849229168979
17,1032.5334785538541
18,2837.438504107003
19,1739.3620377400387
20,5304.719924963923
21,6457.998695045696
22,3241.1001728456718
23,16037.68649500962
24,677.6737300526271
25,5583.157969780216
26,1246.389482498982
27,9971.641067108814
28,465.28197252747265
29,797.0801556314059
30,7011.253361527356
31,673.8574262866761
32,596.8405101380099
33,890.766192020942
34,1806.0525694028195
35,16435.92175136899
36,891.5629593924592
37,513.9161742054243
38,1032.941374782081
39,1764.1502360139852
40,3659.9053140794376
41,6159.789973359972
42,6458.332066688182
43,2473.898722712473
44,8237.151759994635
45,5870.371201483704
46,5792.807455678581
47,2457.8739873552367
48,2848.894513791764
49,4378.364190332815
50,682.8794287194285
51,4989.680049291122
52,909.3179756632258
53,10936.623368578319
54,812.518570947571
55,7842.282575521706
56,462.9818217523218
57,622.6274876604875
58,769.5301958411951
59,2403.934633186259
60,816.2761659914158
61,961.4223416120916
62,409.4440320050319
63,4784.358241855371
64,3474.3438740888723
65,863.6467268194766
66,509.1726784794727
67,796.0569309301808
68,764.6261955451957
69,599.1924948014947
70,2087.071469243719
71,10938.116936332184
72,726.6569718614718
73,1497.88488098938
74,3593.369514587266
75,1666.6169376133128
76,910.9410310337809
77,9929.215065342063
78,2582.2653254014513
79,2328.0539061309046
80,992.929405797905
81,3037.8932479834994
82,9068.54080502831
83,599.334682391682
84,816.3204210789211
85,1040.1424017649015
86,2248.065418655419
87,1296.8970632978135
88,2674.5506952815695
89,6398.917771728273
90,1356.7719114959123
91,1649.1715688848199
92,786.6316787194284
93,5553.165950322823
94,1207.5657762422761
95,402.52764983164974
96,758.470816766567
97,10208.524799376546
98,609.6385020720018
99,6068.270483830984
100,6260.532909867909
101,9623.971993025492
102,4556.490931753428
103,16481.19007642358
104,13876.37091696267
105,527.250618725501
106,567.8937995800495
107,502.3751087246087
108,5316.279677729676
109,2024.789886086137
110,4089.753515022016
111,5918.35734014134
112,4063.2392933177957
113,732.8455129592628
114,8171.548337301589
115,1757.5351986161972
116,1461.9894018389014
117,986.899779353
118,1253.6772871757878
119,2141.3607957859126
120,1766.9693922466415
121,1928.307673705923
122,13370.050111023234
123,11868.991059385065
124,7897.73865800866
125,866.797274484774
126,640.5041263967513
127,926.0160379897881
128,3188.257786977728
129,721.0127397972401
130,4150.392438246938
131,2486.5565395900408
132,9726.266713943456
133,755.2873451640952
134,2451.0180472432044
135,748.332414039664
136,8067.944895493396
137,16318.083543780294
138,1180.0593443223454
139,4016.768405834905
140,2301.764219918969
141,4213.059816891441
142,1735.8755749528248
143,11194.056837690092
144,3567.2606736226735
145,1177.5853069060568
146,875.8920974395975
147,2006.8743225570724
148,2298.160235634736
149,1893.722975126725
150,6456.674649554152
151,4385.4557528781115
152,2571.135350982351
153,1335.2860633348132
154,1148.943207967958
155,778.6062960770167
156,1707.8750762755762
157,1651.282058450808
158,1035.4009790117277
159,2217.0940926295934
160,1793.3904811114805
161,2389.2356475653987
162,1618.0370896048396
163,882.6632010212003
164,661.042051772302
165,4683.054886271136
166,608.7657826155323
167,1221.9859135679137
168,17355.592779914536
169,2448.3372151459666
170,3574.5966542439032
171,1326.5508165353162
172,571.522563714064
173,2250.6414927602345
174,8213.438743330742
175,4243.406972642285
176,4297.754758852258
177,4731.864307553559
178,4892.060444666443
179,1328.0144142801635
180,13783.289879463131
181,665.4472334228947
182,10462.60142360417
183,1633.1018886530132
184,1050.9892561512554
185,7252.062147657897
186,902.2533163595664
187,2592.6311256012496
188,2026.4127409442406
189,737.14471957944
190,4066.433386904761
191,596.7791199032448
192,2561.6540814463324
193,10512.24290825841
194,2302.934796712546
195,1135.7902018398272
196,13008.674842722097
197,757.147397893773
198,707.3779940707437
199,813.7237792392792
